abnjebnmjjgldikelcngdbfonlmhjnpm,2017-05-28 09:28:04.162562,None
abnjebnmjjgldikelcngdbfonlmhjnpm,2017-07-01 12:23:23.254658,None
abnjebnmjjgldikelcngdbfonlmhjnpm,2017-07-18 10:43:03.009141,None
abnjebnmjjgldikelcngdbfonlmhjnpm,2017-08-04 14:18:17.022055,None
abnjebnmjjgldikelcngdbfonlmhjnpm,2017-08-26 18:14:54.915000,None
abnjebnmjjgldikelcngdbfonlmhjnpm,2017-08-30 17:57:07.226409,None
abnjebnmjjgldikelcngdbfonlmhjnpm,2017-08-31 15:17:43.868436,None
abnjebnmjjgldikelcngdbfonlmhjnpm,2017-09-11 05:48:18.064817,None
abnjebnmjjgldikelcngdbfonlmhjnpm,2017-09-19 05:41:59.437229,None
abnjebnmjjgldikelcngdbfonlmhjnpm,2017-10-30 08:10:49.647567,1.6.6
abnjebnmjjgldikelcngdbfonlmhjnpm,2017-10-31 06:14:24.073072,1.6.6
abnjebnmjjgldikelcngdbfonlmhjnpm,2017-11-06 08:06:46.695208,1.6.6
abnjebnmjjgldikelcngdbfonlmhjnpm,2017-11-15 04:23:10.418060,None
acaccankcgcmfgoccnpmnpiajkjgnljj,2017-04-17 11:32:45.664270,1.6.4
acaccankcgcmfgoccnpmnpiajkjgnljj,2017-06-17 20:50:44.778358,None
acildjkogadjdnolbaiepkefilhglcdm,2017-02-01 17:48:31.725334,None
acildjkogadjdnolbaiepkefilhglcdm,2017-02-04 12:16:13.797044,None
acildjkogadjdnolbaiepkefilhglcdm,2017-02-24 08:42:17.782625,None
acildjkogadjdnolbaiepkefilhglcdm,2017-03-30 06:52:48.422039,None
acildjkogadjdnolbaiepkefilhglcdm,2017-04-02 05:23:14.920183,None
acildjkogadjdnolbaiepkefilhglcdm,2017-04-11 05:16:59.406281,None
acildjkogadjdnolbaiepkefilhglcdm,2017-04-18 09:11:41.717446,None
acildjkogadjdnolbaiepkefilhglcdm,2017-04-23 18:13:09.681918,None
acildjkogadjdnolbaiepkefilhglcdm,2017-04-28 19:13:46.338504,None
acildjkogadjdnolbaiepkefilhglcdm,2017-06-10 09:58:01.102811,None
acildjkogadjdnolbaiepkefilhglcdm,2017-06-14 06:09:42.348469,None
acildjkogadjdnolbaiepkefilhglcdm,2017-06-24 08:10:37.291191,None
acildjkogadjdnolbaiepkefilhglcdm,2017-06-29 10:52:58.132144,None
acildjkogadjdnolbaiepkefilhglcdm,2017-07-19 12:51:23.144324,None
acildjkogadjdnolbaiepkefilhglcdm,2017-07-25 11:25:05.662320,None
acildjkogadjdnolbaiepkefilhglcdm,2017-07-27 20:47:44.722782,None
acildjkogadjdnolbaiepkefilhglcdm,2017-07-28 14:31:48.469903,None
acildjkogadjdnolbaiepkefilhglcdm,2017-08-05 11:46:38.232704,None
acildjkogadjdnolbaiepkefilhglcdm,2017-08-19 00:55:30.084567,None
acildjkogadjdnolbaiepkefilhglcdm,2017-09-12 04:53:08.886792,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-09-13 02:54:29.958012,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-09-15 07:07:39.350892,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-09-22 02:18:50.509057,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-09-26 01:37:56.852760,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-09-30 03:38:41.295736,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-10-02 06:24:26.627762,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-10-07 01:51:49.135965,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-10-08 07:47:31.518532,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-10-11 08:27:04.240898,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-10-18 08:30:37.713296,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-10-19 08:56:46.419472,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-10-24 06:33:54.561012,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-10-26 01:40:46.828042,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-10-30 04:11:06.451121,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-10-31 04:25:15.228061,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-11-04 16:29:06.594836,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-11-05 02:25:33.611987,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-11-11 02:16:09.536208,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-11-12 11:18:42.222517,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-11-14 08:14:37.404856,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-11-15 02:33:02.832029,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-11-23 04:19:25.956276,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-11-30 11:10:15.797232,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-12-01 08:10:32.039420,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-12-06 04:05:24.339265,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-12-07 05:15:34.018253,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-12-08 08:00:20.193934,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-12-11 06:48:10.781363,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-12-18 09:15:37.325296,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2017-12-23 07:51:12.857964,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-01-07 07:48:45.989427,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-01-08 11:56:51.696839,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-01-11 04:14:47.724139,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-01-12 10:50:03.508602,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-01-13 12:45:45.626702,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-01-19 09:26:07.696889,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-01-21 02:16:05.912350,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-01-23 06:04:58.618763,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-01-24 11:01:15.188531,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-01-25 15:57:20.412549,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-01-31 12:58:37.896731,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-02-02 04:51:53.444714,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-02-06 02:53:05.767362,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-02-09 11:58:35.556704,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-02-15 02:28:51.691762,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-02-17 03:26:12.894299,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-02-21 11:56:24.955737,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-02-22 13:54:10.686969,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-02-24 10:08:19.302815,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-02-27 09:13:53.220819,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-02-28 02:51:59.440809,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-03-01 04:12:32.347322,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-03-03 03:55:38.908424,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-03-04 04:56:05.266131,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-03-08 10:12:26.420407,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-03-11 04:10:47.520144,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-03-17 14:36:32.178967,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-03-20 02:40:05.723291,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-03-21 07:24:32.945477,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-03-22 11:12:24.320142,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-03-24 15:19:49.962837,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-03-27 09:29:24.210358,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-03-31 05:06:29.367148,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-04-09 12:04:07.258406,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-04-09 21:07:44.124387,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-04-10 20:01:53.130614,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-04-12 04:19:28.729668,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-04-13 00:06:31.197960,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-04-18 04:35:46.238385,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-04-19 08:10:03.166873,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-04-20 05:22:36.821999,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-04-21 02:23:51.505123,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-04-24 08:06:31.872791,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-04-25 08:14:53.356104,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-04-26 08:13:03.482268,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-04-28 02:58:53.829252,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-05-03 02:45:19.309078,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-05-04 10:46:57.717860,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-05-05 04:11:21.446516,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-05-09 06:12:31.931953,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-05-11 10:45:16.844944,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-05-12 07:51:59.672354,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-05-17 02:30:07.788484,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-05-23 03:53:02.327178,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-05-24 07:08:52.023084,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-05-25 03:33:42.204806,1.6.6
acildjkogadjdnolbaiepkefilhglcdm,2018-05-27 09:52:42.498030,1.6.6
